Museum,SpecimenPfx,SpecimenNumber,SpecimenSfx,RecordNumber,FieldNumber,YearFound,StudyArea,Locality,CollectingArea,AreaModifier,Formation,Member,Level,StratigraphicUnit,Excavation,SqrNmbr,Class,Order,Family,FamilyCode,Subfamily,TribeCode,Tribe,GenusCode,GenusQualifier,Genus,SpeciesQualifier,Species,BodyElement,Side,BodyElementCode,PartDescription,PublicationAuthor,YearPublished,YearPublishedSfx
KNM,ER,4754,,,75-384,1975,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,ancystrocera,Horn core,Lt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4755,,,75-27,1975,East Turkana,Koobi Fora Ridge,103,A,Koobi Fora,Okote,,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,,Tragelaphus,,strepsiceros,Horn core,Lt.,27,fragment,J. Harris,1991,a
KNM,ER,4756,,,75-100,1975,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Menelikia,,lyrocera,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4757,,,75-291,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,fragment,J. Harris,1991,a
KNM,ER,4759,A,1,75-677,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Cranium,,28,fragment,J. Harris,1991,a
KNM,ER,4759,B,2,75-677,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Horn core,U,27,complete,J. Harris,1991,a
KNM,ER,4759,C,3,75-677,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Horn core,U,27,proximal fragment,J. Harris,1991,a
KNM,ER,4760,,,75-817,1975,East Turkana,Il Naibar Lowlands,117,,Koobi Fora,Lokochot,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,,praethomsoni,Horn core,Rt.,27,"nearly complete with frontlet, missing tip
Comparative sample",J. Harris,1991,a
KNM,ER,4761,A,1,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,Rt.,30,fragment,J. Harris,1991,a
KNM,ER,4761,"B, L",2,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,Rt.,30,fragment of ramus,J. Harris,1991,a
KNM,ER,4761,C,3,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,,30,fragment,J. Harris,1991,a
KNM,ER,4761,"D-J, L-M, Q",5,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,,30,fragments,J. Harris,1991,a
KNM,ER,4761,"D, F",4,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,,30,fragment,J. Harris,1991,a
KNM,ER,4761,I,7,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,,30,fragment,J. Harris,1991,a
KNM,ER,4761,K,6,75-788,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,Mandible,,30,fragment,J. Harris,1991,a
KNM,ER,4762,,,75-865,1975,East Turkana,Il Naibar Lowlands,116,,Koobi Fora,Lokochot,,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,,Aepyceros,,shungurae,Horn core,Lt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4764,,,75-843,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,UM2,Lt.,25,nearly complete,J. Harris,1991,a
KNM,ER,4765,,,75-833,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,LM2,Rt.,14,complete,J. Harris,1991,a
KNM,ER,4766,,,75-832,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Mandible,Lt.,30,fragment with M2,J. Harris,1991,a
KNM,ER,4767,,,75-844,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4769,,,75-421,1975,East Turkana,Koobi Fora,101,,Koobi Fora,Okote,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,kob,Horn core,Lt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4770,,,75-424,1975,East Turkana,Koobi Fora,101,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Damaliscus,,eppsi,Horn core,Rt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4771,,,75-425,1975,East Turkana,Koobi Fora,101,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Damaliscus,,eppsi,Horn core,Lt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4772,,,75-431,1975,East Turkana,Koobi Fora,101,,Koobi Fora,Okote,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Connochaetes,,gentryi,Horn core,Lt.,27,fragment,J. Harris,1991,a
KNM,ER,4773,,,75-422,1975,East Turkana,Koobi Fora,101,,Koobi Fora,Okote,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,kob,Horn core,Lt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4774,,,75-359,1975,East Turkana,Koobi Fora Ridge,102,(101),Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Menelikia,,lyrocera,Cranium,Lt. and Rt.,28,fragment with Lt. and R. complete horn cores,J. Harris,1991,a
KNM,ER,4775,,,75-85,1975,East Turkana,Koobi Fora,101,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,UM2,Rt.,25,complete,J. Harris,1991,a
KNM,ER,4776,,,75-381,1975,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Connochaetes,,gentryi,Horn core,Rt.,27,complete,J. Harris,1991,a
KNM,ER,4777,,,75-516,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Connochaetes,,gentryi,Horn core,U,27,fragment,J. Harris,1991,a
KNM,ER,4778,,,75-496,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4780,,,75-802,1975,East Turkana,,108,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Lt.,30,"fragment with M2, M3 frags.",J. Harris,1991,a
KNM,ER,4781,,,75-861,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,cf.,janenschi,Horn core,Rt.,27,distal fragment,J. Harris,1991,a
KNM,ER,4783,,,75-915,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4784,,,75-809,1975,East Turkana,Il Naibar Lowlands,117,,Koobi Fora,Lokochot,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,indet.,,Mandible,Rt.,30,fragment with M1-M3,J. Harris,1991,a
KNM,ER,4785,,,75-816,1975,East Turkana,Il Naibar Lowlands,117,,Koobi Fora,Lokochot,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,,praethomsoni,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4786,,,75-829,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,indet.,,Mandible,Lt.,30,fragment with M2-M3 fragments,J. Harris,1991,a
KNM,ER,4787,,,75-509,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,,Tragelaphus,,strepsiceros,Horn core,Lt.,27,fragment,J. Harris,1991,a
KNM,ER,4789,A,1,75 -841,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,LM,Lt.,12,fragment,J. Harris,1991,a
KNM,ER,4789,"B, C",,75-841,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,LM3,Lt.,15,nearly complete,J. Harris,1991,a
KNM,ER,4790,,,75-827,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,indet.,,indet.,,Mandible,Rt.,30,fragment with M1-M2,J. Harris,1991,a
KNM,ER,4791,,,75-451,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Antidorcas,,recki,Mandible,Lt.,30,nearly complete with M2-M3,J. Harris,1991,a
KNM,ER,4792,,,75-1466,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,cf.,Aepyceros,indet.,,Horn core,Lt.,27,fragment,J. Harris,1991,a
KNM,ER,4794,,,75-1461,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Rt.,30,fragment with P3-M2,J. Harris,1991,a
KNM,ER,4796,,,75-1052,1975,East Turkana,Karari Ridge,131,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4797,,1,75-1050,1975,East Turkana,Karari Ridge,131,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4797,,2,75-1050,1975,East Turkana,Karari Ridge,131,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,U,27,distal fragment,J. Harris,1991,a
KNM,ER,4798,,,75-626,1975,East Turkana,Koobi Fora Ridge,115,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,UM1 or UM2,Rt.,12,complete,J. Harris,1991,a
KNM,ER,4799,A,1,75-1026,1975,East Turkana,Karari Ridge,131,,Koobi Fora,Tulu Bor,Lower,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,,Aepyceros,,shungurae,Horn core,,27,fragment,J. Harris,1991,a
KNM,ER,4799,B,2,75-1026,1975,East Turkana,Karari Ridge,131,,Koobi Fora,Tulu Bor,Lower,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,,Aepyceros,,shungurae,Horn core,,27,fragment,J. Harris,1991,a
KNM,ER,4799,C,3,75-1026,1975,East Turkana,Karari Ridge,131,,Koobi Fora,Tulu Bor,Lower,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,,Aepyceros,,shungurae,Horn core,,27,distal,J. Harris,1991,a
KNM,ER,4802,,,75-1460,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,,Tragelaphus,,strepsiceros,Horn core,Rt.,27,fragment,J. Harris,1991,a
KNM,ER,4803,,,75-497,1975,East Turkana,Koobi Fora Ridge,100,,Galana Boi,,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,,praethomsoni,Horn core,Rt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4804,,,75-537,1975,East Turkana,Koobi Fora Ridge,104,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,,Tragelaphus,,strepsiceros,Horn core,Lt.,27,nearly complete with frontlet,J. Harris,1991,a
KNM,ER,4805,"A, C",2,75-519,1975,East Turkana,Koobi Fora Ridge,104,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,fragment,J. Harris,1991,a
KNM,ER,4805,B,1,75-519,1975,East Turkana,Koobi Fora Ridge,104,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4805,D,3,75-519,1975,East Turkana,Koobi Fora Ridge,104,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,distal fragment,J. Harris,1991,a
KNM,ER,4805,E,3,75-519,1975,East Turkana,Koobi Fora Ridge,104,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,distal fragment,J. Harris,1991,a
KNM,ER,4806,,2,75-455,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Horn core,U,27,fragment,J. Harris,1991,a
KNM,ER,4806,A-F,1,75-455,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Mandible,Rt.,30,"fragment with M1 fragment, M2-M3",J. Harris,1991,a
KNM,ER,4809,,1,75-612,1975,East Turkana,Koobi Fora Ridge,115,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,,praethomsoni,Horn core,Rt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4809,,2,75-612,1975,East Turkana,Koobi Fora Ridge,115,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,,praethomsoni,Horn core,U,27,fragment,J. Harris,1991,a
KNM,ER,4810,,2,75-109,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,U,27,fragments,J. Harris,1991,a
KNM,ER,4810,"A, G",1,75-109,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,U,27,distal fragments (2),J. Harris,1991,a
KNM,ER,4812,"B, C, N, P",1,75-1004,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Rt.,30,"fragment with M1, M3",J. Harris,1991,a
KNM,ER,4812,"B, I, K",2,75-1004,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Rt.,30,fragment with P2-P3 and symphysis,J. Harris,1991,a
KNM,ER,4812,"D, E, H",5,75-1004,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,U,30,fragments,J. Harris,1991,a
KNM,ER,4812,"F, G, J",3,75-1004,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Rt.,30,fragment of ramus with condyle,J. Harris,1991,a
KNM,ER,4812,O,4,75-1004,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,LP4,Rt.,11,complete,J. Harris,1991,a
KNM,ER,4813,,,75-611,1975,East Turkana,Koobi Fora Ridge,115,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,indet.,,,,Mandible,Rt.,30,fragment,J. Harris,1991,a
KNM,ER,4814,,,75-1468,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,,Aepyceros,,melampus,Horn core,Rt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4815,,,75-86,1975,East Turkana,Koobi Fora,101,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,5,Bovini,,,Pelorovis,,turkanensis,UM2,Rt.,25,nearly complete,J. Harris,1991,a
KNM,ER,4816,,,75-1314,1975,East Turkana,Ileret,12,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,nearly complete with frontlet,J. Harris,1991,a
KNM,ER,4817,,,75-1297,1975,East Turkana,Ileret,12,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4818,,1,75-851,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,indet.,,indet.,,Mandible,Lt.,30,fragment with M1-M3,J. Harris,1991,a
KNM,ER,4818,,2,75-851,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,12,Tragelaphini,,indet.,,indet.,,"Mandible
",Rt.,30,M1-M3,J. Harris,1991,a
KNM,ER,4819,,,75-860,1975,East Turkana,Il Naibar Lowlands,116,,Koobi Fora,Lokochot,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,oricornus,Horn core,Lt.,27,nearly complete,J. Harris,1991,a
KNM,ER,4820,,1,75-1227,1975,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Maxilla,Rt.,29,fragment with molar fragments,J. Harris,1991,a
KNM,ER,4820,,2,75-1227,1975,East Turkana,Karari Ridge,130,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,Mandible,Lt.,30,fragment with M1-M2,J. Harris,1991,a
KNM,ER,4821,"A, F, G",1,75-918,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Lt.,30,"fragment with P4-M3, includes condyle and symphysis",J. Harris,1991,a
KNM,ER,4821,"D, H",2,75-918,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Rt.,30,fragment with P3-M3,J. Harris,1991,a
KNM,ER,4821,"E, K, O",5,75-918,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Bone,U,99,fragments,J. Harris,1991,a
KNM,ER,4821,J,3,75-918,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,LI2,Lt.,3,complete,J. Harris,1991,a
KNM,ER,4821,L,4,75-918,1975,East Turkana,Karari Ridge,105,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,LI1,Lt.,2,complete,J. Harris,1991,a
KNM,ER,4822,A,1,75-1317,1975,East Turkana,Il Dura,14,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Cranium,,28,basioccipital fragment,J. Harris,1991,a
KNM,ER,4822,B,2,75-1317,1975,East Turkana,Il Dura,14,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Cranium,,28,fragment,J. Harris,1991,a
KNM,ER,4822,C,3,75-1317,1975,East Turkana,Il Dura,14,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Cranium,Rt.,28,occipital fragment,J. Harris,1991,a
KNM,ER,4822,D,4,75-1317,1975,East Turkana,Il Dura,14,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4823,,,75-844,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,LM1 or LM2,Rt.,12,nearly complete,J. Harris,1991,a
KNM,ER,4824,,,75-826,1975,East Turkana,Karari Ridge,105,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,,praethomsoni,Horn core,Rt.,27,proximal fragment,J. Harris,1991,a
KNM,ER,4825,,,75-460,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,2,Alcelaphini,,,Megalotragus,,isaaci,UM1 or UM2,Lt.,12,complete,J. Harris,1991,a
KNM,ER,4826,,,75-374,1975,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,indet.,,LM3,Rt.,15,complete,J. Harris,1991,a
KNM,ER,4827,,,75-373,1975,East Turkana,Koobi Fora Ridge,103,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Gazella,indet.,,Mandible,Lt.,30,fragment with M1-M2,J. Harris,1991,a
KNM,ER,4828,,1,75-202,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Lt.,30,"fragment with P3-P4, M2-M3",J. Harris,1991,a
KNM,ER,4828,,1,75-202,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,Mandible,Rt.,30,fragment with P2-M3,J. Harris,1991,a
KNM,ER,4828,,1,75-202,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,indet.,,indet.,,LP4,Rt.,11,complete,J. Harris,1991,a
KNM,ER,4829,A,1,75-148,1975,East Turkana,Koobi Fora,101,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Antidorcas,,recki,Horn core,Lt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4829,B,2,75-148,1975,East Turkana,Koobi Fora,101,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,3,Antilopini,,,Antidorcas,,recki,Mandible,Rt.,30,fragment with M3 fragment,J. Harris,1991,a
KNM,ER,4830,,,75-212,1975,East Turkana,Koobi Fora Ridge,100,,Koobi Fora,Burgi,Upper,,,,Mammalia,Artiodactyla,Bovidae,63,,1,Aepycerotini,,cf.,Aepyceros,indet.,,Horn core,Rt.,27,fragment,J. Harris,1991,a
KNM,ER,4831,B,2,75-365,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,proximal fragment with frontlet,J. Harris,1991,a
KNM,ER,4831,C,1,75-365,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,complete with frontlet,J. Harris,1991,a
KNM,ER,4832,,1,75-312,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Cranium,,28,"fragment with occipital, parietal, temporal fragments",J. Harris,1991,a
KNM,ER,4832,,2,75-312,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Rt.,27,fragment,J. Harris,1991,a
KNM,ER,4832,,3,75-312,1975,East Turkana,Koobi Fora Ridge,102,,Koobi Fora,KBS,,,,,Mammalia,Artiodactyla,Bovidae,63,,11,Reduncini,,,Kobus,,sigmoidalis,Horn core,Lt.,27,distal fragment,J. Harris,1991,a
